current_price,old_price,product_name,brand,vendor,month
20.362650051880625,65.79396176692097,Egg Regular,Brand A,TandT,7
55.24333573501557,51.4595457334537,Egg Regular,Brand B,Loblaws,6
28.81933237340301,56.60549136786721,Egg Regular,Brand C,TandT,8
61.84099236298352,24.608752300934867,Egg Regular,Brand A,Loblaws,6
65.84295102390927,51.59035934690386,Egg Regular,Brand B,Loblaws,9
3.5034657475026325,36.00950022810138,Egg Free Range,Brand C,NoFrills,3
37.11782829735428,50.25762726713903,Egg Free Range,Brand C,NoFrills,6
62.49591063248924,60.614656910775224,Egg Organic,Brand B,Loblaws,9
38.74296310768928,69.4762691073399,Egg Organic,Brand C,Loblaws,8
32.13778246123809,40.86503298115916,Egg Organic,Brand A,TandT,3
66.9830108370725,12.635855658277869,Egg Organic,Brand A,NoFrills,10
31.90925732026342,21.159657487804072,Egg Regular,Brand C,Loblaws,2
47.52957046564668,10.83425399149768,Egg Organic,Brand C,Loblaws,4
40.219642780283465,18.70889952835627,Egg Regular,Brand C,NoFrills,12
7.499733394486829,55.82044819197617,Egg Organic,Brand B,TandT,2
63.01180743819102,48.48746804112568,Egg Regular,Brand C,Loblaws,7
17.472471575145608,35.128741821665315,Egg Organic,Brand B,Loblaws,12
3.2598671057587487,49.03642505777068,Egg Free Range,Brand C,NoFrills,6
23.17295730523299,41.024741472778835,Egg Free Range,Brand A,TandT,6
66.82072419959586,25.783332126783208,Egg Free Range,Brand C,Loblaws,9
62.2953087570006,59.46516385169699,Egg Free Range,Brand A,TandT,10
48.59068527286872,49.08857205755077,Egg Regular,Brand A,Loblaws,9
44.9477046470996,59.742360005136575,Egg Free Range,Brand A,Loblaws,3
69.59083263960666,14.22123009087518,Egg Organic,Brand A,Loblaws,2
46.006465966408136,30.850989808719604,Egg Organic,Brand C,Loblaws,8
49.686232412564564,74.14000078261829,Egg Free Range,Brand B,TandT,5
38.22963928139303,29.391853055218235,Egg Regular,Brand A,NoFrills,5
41.71793314435053,6.478300362108275,Egg Regular,Brand B,Loblaws,7
20.47286729993764,41.012375735882664,Egg Organic,Brand B,Loblaws,2
10.577936671748757,73.14690207543782,Egg Organic,Brand A,NoFrills,1
67.41426803849637,65.9912818547245,Egg Free Range,Brand A,Loblaws,4
63.18415148301981,42.54889883453957,Egg Organic,Brand A,Loblaws,10
48.44452969492413,51.37904872824438,Egg Regular,Brand C,TandT,4
55.74226031608879,38.80425556097179,Egg Free Range,Brand B,TandT,2
2.0445892628934232,71.18607597546651,Egg Organic,Brand B,NoFrills,5
33.61326734625734,7.57697276784107,Egg Free Range,Brand C,Loblaws,6
53.16429138384294,38.53711464552208,Egg Organic,Brand C,NoFrills,12
15.40497681016568,60.3432097476162,Egg Regular,Brand B,NoFrills,11
22.494488991843532,67.04109505998902,Egg Organic,Brand B,Loblaws,11
16.465052207666446,69.46466005211695,Egg Organic,Brand A,TandT,7
10.277449559150263,62.572077373694626,Egg Regular,Brand C,TandT,11
29.20729775283951,12.30109271651134,Egg Regular,Brand C,TandT,7
29.150036569763902,56.33275715531781,Egg Organic,Brand B,Loblaws,7
26.023774111415257,58.606404208289455,Egg Regular,Brand C,NoFrills,7
10.949301127726212,51.06304161787964,Egg Regular,Brand C,Loblaws,7
9.999230379858053,69.9602019918058,Egg Free Range,Brand C,NoFrills,3
16.56315536784008,30.34507875301875,Egg Free Range,Brand C,TandT,6
32.788944284613244,73.70142467835917,Egg Free Range,Brand B,NoFrills,10
18.857654127851127,35.45146207030862,Egg Organic,Brand B,NoFrills,11
60.08627865078393,15.456456966847181,Egg Regular,Brand B,TandT,6
3.522599070472643,45.70457817313261,Egg Regular,Brand A,NoFrills,12
31.13365716913249,12.428676123600454,Egg Regular,Brand A,TandT,1
55.98310474751517,40.26028026620857,Egg Regular,Brand A,Loblaws,12
8.82150244987104,32.10746597406454,Egg Organic,Brand B,NoFrills,12
39.40563654861878,63.782463676743205,Egg Regular,Brand A,TandT,1
14.7169766006805,43.593049082998185,Egg Organic,Brand A,Loblaws,4
9.21385475595016,35.4429858331196,Egg Regular,Brand A,TandT,5
52.80542582733091,15.253128916257992,Egg Regular,Brand A,Loblaws,1
62.67885971861891,36.62561605359427,Egg Organic,Brand B,NoFrills,1
26.415076968222852,18.322318681757896,Egg Free Range,Brand C,NoFrills,3
46.661924457787535,24.558253089580685,Egg Organic,Brand B,TandT,2
6.936600439972244,66.81217034212312,Egg Organic,Brand B,Loblaws,9
27.077324969018807,34.564829752417275,Egg Regular,Brand A,Loblaws,1
19.44356468098238,33.719488341063254,Egg Regular,Brand A,NoFrills,9
57.077825108352116,36.67463292277418,Egg Regular,Brand A,TandT,2
31.573648341363292,64.25522689250298,Egg Free Range,Brand C,NoFrills,9
56.7590828333795,1.340474283695221,Egg Regular,Brand B,TandT,10
56.921053233132696,24.17985702709295,Egg Regular,Brand B,Loblaws,4
55.66388608858455,7.135533140646293,Egg Organic,Brand B,TandT,2
30.968675358435135,63.460662192283195,Egg Regular,Brand B,Loblaws,10
52.886739550810304,36.561435419656334,Egg Regular,Brand C,TandT,4
44.161544024432075,41.24175815396942,Egg Organic,Brand A,Loblaws,7
49.80130607815459,30.77402660089545,Egg Regular,Brand A,Loblaws,4
0.373521709847264,35.287177234990516,Egg Free Range,Brand A,Loblaws,11
33.44055255170446,9.333028395008297,Egg Organic,Brand C,TandT,9
15.663481540339998,2.9265840230789033,Egg Free Range,Brand A,TandT,12
26.78802001778036,2.3242395691107958,Egg Regular,Brand C,NoFrills,3
43.01562808808404,6.475578757030889,Egg Organic,Brand C,Loblaws,6
24.83624235786963,28.18543692828156,Egg Free Range,Brand A,Loblaws,12
8.071693660053423,58.7520829431992,Egg Free Range,Brand C,NoFrills,7
17.300532469656314,57.366448694774874,Egg Regular,Brand A,NoFrills,3
46.8667522216402,8.017592033641414,Egg Regular,Brand A,NoFrills,6
29.423274672422554,74.07805011356248,Egg Free Range,Brand C,NoFrills,7
55.23572179849259,11.49654651365243,Egg Organic,Brand A,NoFrills,6
7.495551118967123,37.59754349596798,Egg Organic,Brand B,TandT,1
30.624628372723233,43.73179608982056,Egg Regular,Brand B,TandT,9
68.94210322571452,71.81543933647684,Egg Organic,Brand C,Loblaws,3
62.53994062903337,63.232693471126254,Egg Regular,Brand A,TandT,12
62.08143477448728,41.29886754463426,Egg Free Range,Brand A,TandT,5
12.524167618006468,29.938808859204872,Egg Free Range,Brand C,TandT,6
9.4342618744215,42.28534658639691,Egg Free Range,Brand A,NoFrills,7
45.82508009826299,61.45188334010541,Egg Regular,Brand A,NoFrills,5
24.259357457729052,48.504126606360074,Egg Organic,Brand A,NoFrills,4
46.07977119417395,8.496473130006343,Egg Regular,Brand A,Loblaws,5
22.647200071723198,15.225907437223942,Egg Regular,Brand C,TandT,12
13.404563368116506,64.92092154558748,Egg Organic,Brand A,NoFrills,3
54.824621029682454,37.19354825674556,Egg Free Range,Brand A,TandT,6
6.849826774396933,59.96379934797063,Egg Regular,Brand B,NoFrills,6
32.84582803574391,63.0916130777169,Egg Free Range,Brand B,NoFrills,2
35.961470336699854,23.247630366971716,Egg Organic,Brand A,Loblaws,10
42.12523090233095,17.87970776059665,Egg Free Range,Brand C,Loblaws,4
23.51448781847488,47.97015735425986,Egg Organic,Brand B,Loblaws,8
34.36678392525762,29.12904878573492,Egg Organic,Brand A,NoFrills,10
66.81864682364277,68.27373164138756,Egg Organic,Brand A,Loblaws,2
33.96898098677862,10.145636098179967,Egg Free Range,Brand C,TandT,9
62.35179647301323,12.627259394247085,Egg Regular,Brand A,NoFrills,12
64.02976410028059,49.35407547157257,Egg Free Range,Brand B,Loblaws,10
42.73447886848356,14.77782014902681,Egg Free Range,Brand B,TandT,5
28.93864983311388,51.34504347235895,Egg Regular,Brand B,Loblaws,10
10.576616170839406,39.689256321825084,Egg Free Range,Brand B,Loblaws,8
65.48298429579008,57.23942060760222,Egg Regular,Brand C,NoFrills,9
21.313605172215027,26.273055986007677,Egg Organic,Brand C,Loblaws,11
4.559795014145784,9.055360285490751,Egg Free Range,Brand C,TandT,10
66.34865864302496,31.30101888347417,Egg Free Range,Brand C,TandT,10
50.526736407112324,42.03389170552604,Egg Free Range,Brand C,NoFrills,4
10.242220631344244,57.13557279323227,Egg Regular,Brand A,TandT,10
38.59316914158873,13.741256988737732,Egg Free Range,Brand B,Loblaws,10
66.79199567784089,45.380946030169724,Egg Regular,Brand B,TandT,2
41.114770378293464,38.75826968990266,Egg Regular,Brand A,Loblaws,6
28.50818622651044,72.12524885090068,Egg Regular,Brand B,TandT,12
45.4622597699007,70.1335697480291,Egg Free Range,Brand B,NoFrills,9
22.608704186682587,12.238181209806353,Egg Regular,Brand B,Loblaws,8
21.765775957019066,24.0398212979082,Egg Regular,Brand B,Loblaws,2
15.639013193878345,53.92760622777044,Egg Organic,Brand A,TandT,2
26.068594394107347,58.89017304155044,Egg Regular,Brand B,Loblaws,2
68.89070971373934,39.52443640243261,Egg Free Range,Brand C,TandT,11
11.071732275285758,17.881025030268358,Egg Regular,Brand B,NoFrills,7
6.672125031938776,13.228447255045175,Egg Regular,Brand B,Loblaws,8
10.215235196091234,24.715523794041946,Egg Free Range,Brand A,Loblaws,2
48.395894691296846,3.9852966384589674,Egg Regular,Brand B,NoFrills,6
43.46740663301199,51.73180952051654,Egg Regular,Brand B,NoFrills,2
62.42451420057099,57.595427125720306,Egg Regular,Brand C,TandT,2
47.211116791251115,19.547890231236817,Egg Organic,Brand A,Loblaws,6
51.67483522389549,36.243904302995645,Egg Regular,Brand A,TandT,8
36.6323146577971,3.9353232564404603,Egg Free Range,Brand B,NoFrills,9
46.29434640440158,8.061445417143405,Egg Organic,Brand C,TandT,9
57.57696835374925,69.12390543234534,Egg Free Range,Brand B,NoFrills,1
55.10237289142795,47.57195004641078,Egg Organic,Brand B,NoFrills,9
68.58439476386178,49.525872413879256,Egg Free Range,Brand C,TandT,2
30.940800814772953,35.78900212778709,Egg Regular,Brand B,Loblaws,2
22.043175396490838,21.932672262024134,Egg Regular,Brand C,Loblaws,10
28.854025198956947,72.78199680571444,Egg Organic,Brand B,TandT,6
1.0591390101844445,2.3136026174016298,Egg Organic,Brand A,NoFrills,2
13.136957842404954,14.103784787282349,Egg Free Range,Brand A,NoFrills,3
59.03452435366809,74.80596604782156,Egg Regular,Brand C,NoFrills,1
16.432729737767946,61.68195409717969,Egg Organic,Brand C,NoFrills,2
16.985702910711986,76.96332351828924,Egg Free Range,Brand B,TandT,2
5.672306577139534,20.481229524519296,Egg Organic,Brand B,NoFrills,6
17.44711141170468,45.05204240584746,Egg Regular,Brand C,TandT,6
51.330538417194035,6.076166055062785,Egg Regular,Brand A,NoFrills,11
59.36358748092781,61.87656605266965,Egg Free Range,Brand C,Loblaws,1
34.98774942516815,67.86041650655679,Egg Regular,Brand A,Loblaws,10
27.351743018883276,68.55328196898103,Egg Regular,Brand A,Loblaws,9
17.497636932386083,1.4158364039286973,Egg Organic,Brand B,TandT,4
8.068979494404047,19.00265927917324,Egg Free Range,Brand A,TandT,10
27.497012359178623,46.969634531298645,Egg Regular,Brand C,TandT,4
40.17101397230755,28.276359983943404,Egg Regular,Brand A,TandT,11
15.43874985721428,54.76190992163494,Egg Free Range,Brand A,NoFrills,7
31.312539020986293,3.7660571114160124,Egg Regular,Brand C,TandT,9
15.515229983269236,50.78415359142236,Egg Regular,Brand B,TandT,7
35.32018757674377,18.18390094785951,Egg Free Range,Brand C,NoFrills,12
24.982992475060744,21.416390363946558,Egg Regular,Brand A,Loblaws,11
45.60796616312116,56.5930391703546,Egg Free Range,Brand A,NoFrills,10
26.432574217538345,14.175903993686662,Egg Regular,Brand B,Loblaws,6
25.09032522571273,30.027883494384586,Egg Free Range,Brand C,NoFrills,12
37.50670228041708,52.86206261857412,Egg Organic,Brand C,NoFrills,9
51.901691545089705,32.287203677939246,Egg Free Range,Brand C,Loblaws,4
15.732030648761429,41.99285096169449,Egg Regular,Brand C,NoFrills,3
29.08189462268259,35.34471444374881,Egg Regular,Brand B,NoFrills,1
18.837734605916772,10.262805663952605,Egg Regular,Brand B,Loblaws,6
44.21392290447838,2.9337237692158666,Egg Free Range,Brand B,Loblaws,2
13.135492668170482,13.212530902056024,Egg Free Range,Brand B,NoFrills,6
60.49144880262203,61.61644159955903,Egg Regular,Brand A,TandT,8
52.33592716804705,11.434141579307616,Egg Organic,Brand C,NoFrills,3
46.882708700043146,6.240257946876809,Egg Free Range,Brand A,TandT,7
43.381125051369885,2.734197138138115,Egg Free Range,Brand C,NoFrills,8
26.260103275389408,32.455437083113935,Egg Free Range,Brand C,Loblaws,8
37.238353876643814,65.83190318775362,Egg Regular,Brand C,TandT,6
61.260372004075904,25.812574609378352,Egg Free Range,Brand B,Loblaws,10
40.85471195067744,34.5227272586897,Egg Organic,Brand A,TandT,4
58.8282224951405,32.156658558696506,Egg Organic,Brand A,NoFrills,11
22.09513916789554,27.437829935681076,Egg Free Range,Brand A,TandT,6
49.669503845712164,71.47487536432222,Egg Organic,Brand A,NoFrills,4
18.791140371998768,71.64337028705515,Egg Free Range,Brand B,Loblaws,11
41.73194689679425,21.973315941970796,Egg Organic,Brand A,Loblaws,9
33.85664750208612,56.29845254423096,Egg Organic,Brand C,Loblaws,4
18.792180073661726,17.121037724558263,Egg Organic,Brand B,NoFrills,8
39.65936968653928,72.42254010321572,Egg Free Range,Brand C,TandT,7
63.94269161616917,5.465013510333374,Egg Organic,Brand A,Loblaws,10
63.154569972530005,76.1238517825678,Egg Organic,Brand B,NoFrills,4
19.428446853733618,16.618336230032146,Egg Organic,Brand A,Loblaws,1
22.724488811376503,24.89861918830313,Egg Free Range,Brand B,NoFrills,4
68.98974400570616,9.858090121299028,Egg Free Range,Brand A,NoFrills,4
43.518733987757,45.207336974432685,Egg Free Range,Brand A,Loblaws,3
65.62329945052508,50.87377037631347,Egg Regular,Brand C,Loblaws,1
32.828668043953364,76.69685471043921,Egg Free Range,Brand A,TandT,2
28.66995844651479,15.384524812949822,Egg Organic,Brand C,TandT,2
46.251984384250825,62.96300921110436,Egg Regular,Brand A,Loblaws,4
10.942465329333208,47.90091546391137,Egg Regular,Brand A,NoFrills,11
40.23591927543282,75.8898073788546,Egg Regular,Brand A,NoFrills,9
16.959655029969287,34.320577816870056,Egg Free Range,Brand A,TandT,1
67.36792351203505,55.906718427762385,Egg Organic,Brand C,NoFrills,1
42.22113647145219,6.347868755795061,Egg Organic,Brand A,TandT,4
36.206970800128765,48.733399960910894,Egg Organic,Brand B,Loblaws,10
28.373259017807428,16.95298834630288,Egg Regular,Brand A,TandT,3
61.647974062082355,70.80811006255448,Egg Regular,Brand C,TandT,4
25.692639301065352,62.61561113055795,Egg Free Range,Brand A,TandT,12
20.40874829309061,65.99150145899505,Egg Regular,Brand B,NoFrills,1
12.21714707750827,62.982923878170546,Egg Regular,Brand C,TandT,7
12.323483852874487,32.43325320751406,Egg Regular,Brand A,TandT,2
33.909087900733574,75.27385349349119,Egg Regular,Brand B,TandT,4
17.95153692024294,38.72135816130787,Egg Organic,Brand C,NoFrills,10
15.39430864458438,38.660818039011204,Egg Organic,Brand A,NoFrills,6
47.30705919368192,26.805018953140824,Egg Organic,Brand B,TandT,5
3.650248286440037,5.698187683848664,Egg Free Range,Brand B,Loblaws,3
49.1514260734152,69.90900650374591,Egg Free Range,Brand C,Loblaws,3
24.842562554804605,17.452392591005193,Egg Free Range,Brand A,Loblaws,2
28.81703889572527,23.303427987415343,Egg Regular,Brand C,NoFrills,8
57.51746922679245,50.88898584302515,Egg Free Range,Brand A,NoFrills,4
64.33760287223383,43.8624258899223,Egg Free Range,Brand A,NoFrills,10
20.010923475204034,74.7955902933143,Egg Organic,Brand B,NoFrills,10
67.28055992962327,8.571019907761366,Egg Free Range,Brand C,TandT,9
51.0699558731541,42.11798988973722,Egg Free Range,Brand A,TandT,7
48.14288821245543,70.5210459905956,Egg Regular,Brand A,NoFrills,5
4.011109053539112,67.27733513265848,Egg Regular,Brand A,NoFrills,3
27.861034579030235,69.6929542197194,Egg Organic,Brand B,Loblaws,5
33.61670916034374,60.07998627406545,Egg Organic,Brand A,NoFrills,6
39.35724234822671,13.328556599924342,Egg Organic,Brand A,Loblaws,4
48.970902698328715,9.828662454942242,Egg Regular,Brand C,NoFrills,3
64.11651528634596,9.592403338868172,Egg Free Range,Brand B,Loblaws,7
43.4043464986654,33.57724667372182,Egg Organic,Brand C,TandT,9
30.173842299780805,59.97345974677242,Egg Regular,Brand A,Loblaws,8
38.0913183803251,69.6592583924625,Egg Regular,Brand B,TandT,6
4.4036115149594846,33.14908245304599,Egg Regular,Brand B,Loblaws,2
